"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"5.0","1.0","2024-11-14T21:17:47.932205301Z","2024-11-14T21:17:48.008026733Z","[]","0","1205"
"1.0","1.0","2024-11-14T21:17:47.932868537Z","2024-11-14T21:17:47.977007552Z","[]","0","1279"
"5.0","4.0","2024-11-14T21:17:47.931142460Z","2024-11-14T21:17:47.932587822Z","[]","0","1962"
"3.0","4.0","2024-11-14T21:17:47.932202948Z","2024-11-14T21:17:47.967529178Z","[]","0","2586"
"3.0","4.0","2024-11-14T21:17:47.932869505Z","2024-11-14T21:17:47.998519229Z","[]","0","2676"
"5.0","1.0","2024-11-14T21:17:52.937281062Z","2024-11-14T21:17:52.939123893Z","[]","0","609"
"1.0","1.0","2024-11-14T21:17:52.937284832Z","2024-11-14T21:17:53.010629999Z","[]","0","582"
"2.0","1.0","2024-11-14T21:17:52.936977872Z","2024-11-14T21:17:53.012007348Z","[]","0","656"
"5.0","1.0","2024-11-14T21:17:52.936978692Z","2024-11-14T21:17:53.038713225Z","[]","0","642"
"3.0","4.0","2024-11-14T21:17:47.931145818Z","2024-11-14T21:17:47.983458054Z","[fog-node-2:RANKING]","1","5722"
"2.0","4.0","2024-11-14T21:17:47.934270722Z","2024-11-14T21:17:48.025368532Z","[fog-node-1:RANKING]","1","5820"
"2.0","1.0","2024-11-14T21:17:52.931668800Z","2024-11-14T21:17:52.937606067Z","[]","0","903"
"2.0","1.0","2024-11-14T21:17:52.935126435Z","2024-11-14T21:17:52.952585292Z","[]","0","955"
"3.0","1.0","2024-11-14T21:17:52.931673800Z","2024-11-14T21:17:53.012325222Z","[]","0","933"
"1.0","1.0","2024-11-14T21:17:52.935129012Z","2024-11-14T21:17:53.030336104Z","[]","0","934"
"3.0","1.0","2024-11-14T21:17:52.935128198Z","2024-11-14T21:17:53.002729870Z","[]","0","950"
"3.0","4.0","2024-11-14T21:17:47.934269898Z","2024-11-14T21:17:48.008314330Z","[fog-node-1:SERVICE_DURATION]","1","6015"
"2.0","4.0","2024-11-14T21:17:47.931146740Z","2024-11-14T21:17:47.995873831Z","[fog-node-2:RANKING]","1","6063"
"1.0","4.0","2024-11-14T21:17:47.934271524Z","2024-11-14T21:17:48.050160631Z","[fog-node-1:RANKING]","1","6114"
"4.0","4.0","2024-11-14T21:17:52.931671003Z","2024-11-14T21:17:52.949979856Z","[]","0","2522"
"1.0","4.0","2024-11-14T21:17:52.931672885Z","2024-11-14T21:17:53.022766308Z","[fog-node-2:SERVICE_DURATION]","1","2782"
"4.0","4.0","2024-11-14T21:17:52.935124217Z","2024-11-14T21:17:52.941418836Z","[]","0","4609"
"5.0","4.0","2024-11-14T21:17:52.935127338Z","2024-11-14T21:17:52.972815629Z","[]","0","4615"
"2.0","1.0","2024-11-14T21:17:57.936630687Z","2024-11-14T21:17:57.941604408Z","[]","0","339"
"1.0","1.0","2024-11-14T21:17:57.936195253Z","2024-11-14T21:17:58.005492818Z","[fog-node-2:RANKING]","1","324"
"1.0","1.0","2024-11-14T21:17:57.936635177Z","2024-11-14T21:17:58.049155521Z","[fog-node-1:RANKING]","1","329"
"2.0","1.0","2024-11-14T21:17:57.936190895Z","2024-11-14T21:17:57.938109819Z","[]","0","622"
"4.0","1.0","2024-11-14T21:17:57.936193581Z","2024-11-14T21:17:57.949754767Z","[]","0","664"
"5.0","1.0","2024-11-14T21:17:57.936194423Z","2024-11-14T21:17:57.959467396Z","[]","0","649"
"3.0","1.0","2024-11-14T21:17:57.936196116Z","2024-11-14T21:17:58.003573684Z","[]","0","622"
"5.0","1.0","2024-11-14T21:17:57.937500486Z","2024-11-14T21:17:57.941675591Z","[]","0","688"
"3.0","1.0","2024-11-14T21:17:57.937498389Z","2024-11-14T21:17:57.939047839Z","[]","0","717"
"4.0","1.0","2024-11-14T21:17:57.937501288Z","2024-11-14T21:17:57.943363806Z","[]","0","1004"
"4.0","4.0","2024-11-14T21:17:52.937284033Z","2024-11-14T21:17:52.983236358Z","[]","0","6920"
"3.0","4.0","2024-11-14T21:17:52.937283160Z","2024-11-14T21:17:52.969922793Z","[]","0","6979"
"2.0","4.0","2024-11-14T21:17:52.937285626Z","2024-11-14T21:17:53.029269342Z","[]","0","6960"
"4.0","4.0","2024-11-14T21:17:57.936634376Z","2024-11-14T21:17:58.025299399Z","[fog-node-1:SERVICE_DURATION]","1","2035"
"4.0","4.0","2024-11-14T21:17:52.936974515Z","2024-11-14T21:17:52.938405894Z","[]","0","7384"
"3.0","4.0","2024-11-14T21:17:52.936976243Z","2024-11-14T21:17:52.960332562Z","[]","0","7397"
