"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"2.0","4.0","2024-11-13T04:55:09.002887761Z","2024-11-13T04:55:09.098373552Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6177"
"4.0","1.0","2024-11-13T04:55:14.009087747Z","2024-11-13T04:55:14.014687242Z","[]","0","1290"
"1.0","1.0","2024-11-13T04:55:14.009091750Z","2024-11-13T04:55:14.061165338Z","[]","0","1536"
"2.0","1.0","2024-11-13T04:55:14.009090884Z","2024-11-13T04:55:14.054724271Z","[]","0","1564"
"3.0","1.0","2024-11-13T04:55:14.009092659Z","2024-11-13T04:55:14.085488684Z","[]","0","1570"
"2.0","4.0","2024-11-13T04:55:14.005963Z","2024-11-13T04:55:14.150419Z","[fog-node-1:RANKING, fog-node-5:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","1837"
"4.0","1.0","2024-11-13T04:55:14.009939667Z","2024-11-13T04:55:14.195672490Z","[fog-node-4:UPPER_THRESHOLD]","1","1787"
"1.0","4.0","2024-11-13T04:55:14.009514Z","2024-11-13T04:55:14.127430Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","1877"
"3.0","4.0","2024-11-13T04:55:14.005958747Z","2024-11-13T04:55:14.007283011Z","[]","0","2179"
"1.0","1.0","2024-11-13T04:55:14.009941296Z","2024-11-13T04:55:14.255423492Z","[fog-node-4:UPPER_THRESHOLD]","1","2054"
"5.0","4.0","2024-11-13T04:55:09.002888544Z","2024-11-13T04:55:09.103692317Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","8020"
"4.0","4.0","2024-11-13T04:55:14.009515691Z","2024-11-13T04:55:14.066895565Z","[]","0","4240"
"2.0","4.0","2024-11-13T04:55:14.009511193Z","2024-11-13T04:55:14.011436305Z","[]","0","4310"
"1.0","1.0","2024-11-13T04:55:19.016084131Z","2024-11-13T04:55:19.035358933Z","[fog-node-3:RANKING, fog-node-6:UPPER_THRESHOLD]","2","245"
"4.0","1.0","2024-11-13T04:55:19.013565102Z","2024-11-13T04:55:19.066548156Z","[fog-node-4:RANKING, fog-node-6:UPPER_THRESHOLD]","2","412"
