"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"4.0","1.0","2024-11-13T19:06:43.612655129Z","2024-11-13T19:06:43.660681930Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","563"
"3.0","1.0","2024-11-13T19:06:43.612659471Z","2024-11-13T19:06:43.769556262Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","569"
"5.0","1.0","2024-11-13T19:06:43.612658597Z","2024-11-13T19:06:43.743562785Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","634"
"2.0","1.0","2024-11-13T19:06:43.622544895Z","2024-11-13T19:06:43.703674812Z","[fog-node-3:RANKING]","1","736"
"2.0","1.0","2024-11-13T19:06:43.612657829Z","2024-11-13T19:06:43.719242413Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","767"
"3.0","1.0","2024-11-13T19:06:43.618832176Z","2024-11-13T19:06:43.698493018Z","[fog-node-4:UPPER_THRESHOLD]","1","833"
"5.0","4.0","2024-11-13T19:06:38.611113535Z","2024-11-13T19:06:38.637103724Z","[fog-node-2:UPPER_THRESHOLD]","1","5974"
"1.0","1.0","2024-11-13T19:06:43.618832964Z","2024-11-13T19:06:43.701073781Z","[fog-node-4:UPPER_THRESHOLD]","1","988"
"2.0","1.0","2024-11-13T19:06:43.613545452Z","2024-11-13T19:06:43.796725216Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","1061"
"3.0","1.0","2024-11-13T19:06:43.613547035Z","2024-11-13T19:06:43.823753102Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","1047"
"1.0","1.0","2024-11-13T19:06:43.613547832Z","2024-11-13T19:06:43.841142195Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","1035"
"5.0","4.0","2024-11-13T19:06:38.619232213Z","2024-11-13T19:06:38.667377696Z","[]","0","6311"
